"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
29,68,33654,0,88,2768.404,6,30105.35,13828.99,0
46,83,38289,1,74,1745.47,2,13692.37,26517.2,0
48,70,38700,0,57,3452.202,4,13468.69,35399.87,0
41,71,37150,2,4,4019.284,3,34011.62,25083.97,0
34,81,35276,1,88,5734.739,6,13019.03,22243.28,0
43,88,37620,0,27,3437.084,6,13694.25,10940.43,0
46,74,38280,1,90,6162.269,7,15216.24,12807.68,0
45,93,38063,3,98,2359.162,1,34140.08,16945.68,1
34,51,35271,2,32,4802.947,7,12043.38,33566.56,0
27,65,32952,0,87,9465.93,4,44403.14,5680.443,0
40,63,36869,1,37,1852.268,2,19909.59,21532.07,0
24,52,31788,0,48,5608.475,5,16349.68,26764.14,0
50,65,39133,0,55,5830.156,8,26381.79,14452.42,0
36,54,35833,4,23,5132.841,2,34794.12,24062.49,0
27,76,32959,1,42,8285.411,4,17922.26,46386.91,0
61,66,41106,0,54,3638.915,2,14015.26,9572.246,0
37,78,36110,1,94,3754.866,6,33394.36,23837.68,0
40,59,36894,0,1,5138.255,6,29153.85,35531.65,1
41,83,37127,1,52,3426.208,6,25148.23,36759.3,0
35,77,35546,2,84,4843.83,6,19149.8,14197.63,0
34,71,35272,0,25,2889.758,6,4741.959,20438.12,1
43,81,37625,0,9,4806.361,6,27972.46,66641.19,0
51,68,39311,0,50,4047.81,6,47850.73,20600.43,0
49,50,38927,0,0,6487.948,5,9092.501,33272.3,0
57,67,40415,0,73,7257.878,5,27655.42,18467.25,0
45,78,38062,1,13,7535.945,2,32401.57,22049.4,0
37,58,36119,1,1,6350.376,3,16901.85,16252.23,0
32,82,34669,1,50,1978.836,3,19541.97,25095.49,0
23,79,31336,0,29,6554.167,8,20945.42,14554.1,0
52,84,39498,0,100,3764.217,12,30784.86,35015.54,0
51,85,39291,0,89,2469.907,7,62708.35,30852.6,0
31,79,34329,0,71,3810.5,7,15443.88,29201.97,1
62,70,41280,0,79,3306.314,4,17880.34,18440.89,0
79,89,43713,0,66,1415.978,2,10264.48,48990.98,0
65,84,41737,0,12,4867.613,6,7397.996,14361.3,0
60,76,40942,0,98,6157.145,4,23902.2,19793.69,0
34,92,35258,0,51,2523.71,4,19445.75,27486.87,1
49,93,38932,0,65,4663.218,6,22059.23,12500.33,0
27,91,32961,0,99,2757.43,4,26113.74,37079.26,0
35,80,35577,0,0,3581.535,5,20669.37,30717.05,0
41,53,37142,3,42,5831.65,5,12761.16,35173.06,1
47,82,38512,0,0,1984.304,1,24863.92,28812.53,0
31,80,34345,3,55,8696.274,6,16413.24,17741.69,0
24,87,31780,2,50,7494.92,6,15825.41,9436.586,0
44,90,37856,0,71,3244.336,3,9481.921,8716.715,0
47,51,38501,0,100,3597.947,6,38114.36,8625.188,0
57,52,40424,0,19,5513.711,4,20174.07,7914.508,0
41,84,37128,2,61,4584.029,6,14837.51,5754.691,0
32,95,34656,1,84,4859.796,3,27057.88,19306.28,0
27,66,32978,0,56,2469.731,1,29949.05,17889.38,0
38,79,36371,1,50,2701.333,5,23894.19,33847.47,1
23,89,31355,0,0,4712.163,7,8138.251,18813.88,1
25,77,32187,0,99,5151.963,2,13262.78,6824.642,0
44,63,37849,0,92,4545.81,3,19820.27,30125.03,0
44,72,37823,0,69,2691.073,7,12674.33,19175.96,0
29,69,33658,0,32,8005.01,9,27405.13,10100.54,0
50,81,39125,0,43,4507.031,6,15503.93,20361.69,0
40,77,36895,0,25,2805.902,6,6471.199,3762.84,0
40,76,36877,0,85,6707.728,5,12887.45,11658.8,0
36,50,35835,1,20,2562.767,3,16177.72,7612.477,1
46,84,38281,0,2,2692.825,2,19495.22,46945.78,1
26,75,32594,0,0,4287.068,8,48188.16,13905.39,0
50,91,39127,0,96,7769.741,2,16495.03,20015.88,0
31,66,34367,0,100,7906.079,5,11249.12,12229.5,0
24,63,31773,1,96,8063.694,6,18867.21,8927.233,0
55,73,40049,3,0,6475.516,9,17740.19,42023.14,1
37,52,36120,0,98,3947.163,3,15923,21856.16,0
44,81,37834,0,1,4841.634,5,16591.7,22417.64,0
38,76,36369,0,1,4469.282,10,11794.77,19148.18,0
44,24,37857,0,16,2846.616,4,17561.17,41050.36,0
56,93,40262,1,91,2226.837,6,27519.12,34199.69,0
76,78,43307,0,60,4143.436,4,7224.348,14310.02,0
61,94,41131,0,59,7549.473,1,14838.24,47570.07,0
62,60,41259,2,50,3538.683,0,17888.41,11642.25,0
26,86,32581,0,4,8718.727,8,21762.7,39108.76,1
54,46,39898,0,56,2690.417,9,20511.82,24081.77,0
32,72,34651,0,73,4290.2,4,22735.84,30615.94,0
52,70,39515,2,87,6017.556,6,23636,36680.2,0
37,66,36118,0,95,6093.917,2,14059.62,35264.53,0
40,89,36880,0,49,6183.346,4,14745.65,26427.26,0
44,73,37838,0,12,2537.061,7,31528.08,24255.8,0
52,68,39505,1,21,7094.978,5,16963.73,11250.62,0
42,58,37387,0,100,2148.601,8,26348.47,23909.92,0
27,66,32943,1,46,5360.352,6,24344.9,33156.54,0
53,61,39707,0,50,4075.13,5,22754.7,24659.6,1
40,74,36902,1,50,3874.237,3,8606.706,9379.908,1
37,80,36111,0,15,6162.056,2,18612.41,12189.32,0
32,56,34657,0,2,3351.139,2,34559.73,51182.08,1
45,80,38060,0,98,2364.096,5,17544.69,21846.1,0
49,85,38929,0,76,4824.029,7,11479.34,25311.42,0
49,68,38922,0,67,5944.882,2,34373.57,23091.29,0
32,90,34667,0,50,3642.929,10,13225.01,17239.38,0
44,30,37836,0,1,4172.527,2,13053.62,8332.53,1
25,32,32165,0,40,5149.905,3,34525.74,24877.4,0
23,87,31361,0,51,3965.962,6,37467.34,48711.13,0
46,41,38276,0,2,1846.021,6,15668.23,33179.76,0
42,85,37387,0,99,4090.538,2,32803.63,21098.45,0
43,63,37607,0,63,2193.423,6,8425.583,42266.21,0
33,51,34957,0,100,3920.418,7,49124.33,8434.945,0
57,33,40427,0,51,1880.004,4,44145.07,13497.85,1
41,60,37144,0,14,4221.767,4,9522.889,19735.38,0
39,81,36632,1,52,2776.956,11,13386.09,12847.98,0
35,96,35540,1,58,6945.447,7,9518.826,17744.73,0
50,57,39132,0,10,8889.282,3,60785.62,18003.39,0
35,92,35576,0,77,4625.457,2,26252.87,30111.75,0
57,72,40431,0,51,2721.335,6,22936.32,28313.22,0
45,83,38065,0,73,1309.881,3,31941.5,12074.96,0
23,90,31353,1,0,4460.733,6,21416.41,40894.13,1
28,24,33320,0,95,4218.995,5,13226.68,16706.22,1
47,84,38501,0,1,6836.952,6,23572.97,26552.42,0
37,74,36114,0,49,3704.443,5,19106,32584.23,0
46,89,38302,0,29,5855.885,4,8298.848,7629.947,0
50,37,39114,1,87,4715.153,5,27695.45,21047.58,0
91,65,45106,0,99,3975.848,5,6628.983,7881.017,0
55,84,40084,0,49,2506.518,5,17747.7,25231.23,0
42,84,37387,1,47,4114.063,6,12430.89,33787.29,0
43,47,37625,0,87,6914.689,6,15305.6,16877.11,0
54,77,39884,0,50,4443.011,6,28226.67,25729.92,0
39,53,36638,0,26,3614.238,5,41727.49,22090.85,0
35,60,35544,0,48,2832.816,2,22467.42,16996.55,0
54,79,39889,1,93,6198.91,2,20678.93,9078.528,0
43,54,37620,0,78,2143.185,2,35577.7,15055.02,0
37,68,36098,2,50,4769.385,7,34082.65,7664.571,0
55,96,40074,1,94,2493.496,6,17347.65,16403.89,0
39,53,36642,4,94,4244.52,7,20371.92,20402.52,0
44,92,37852,3,51,8331.819,5,32601.3,50372.37,1
63,83,41438,2,31,5256.63,9,7519.006,20750.57,0
50,75,39106,3,6,5384.075,6,15466.72,36174.46,0
54,91,39895,0,60,2440.583,4,14488.45,15292.61,0
26,84,32589,1,37,5552.189,4,19741.72,23739.31,1
52,60,39509,0,99,1823.251,8,31786.19,11567.63,0
43,60,37608,3,99,5526.58,8,28166.94,10049,0
40,82,36898,0,0,2173.249,3,19988.88,22924.05,0
45,90,38061,2,100,3526.806,8,14949.6,27386.54,0
45,87,38065,0,85,5457.411,5,6533.866,45446.65,0
51,96,39306,0,44,5013.787,13,20815.7,25353.22,0
38,87,36372,0,73,1821.429,8,20331,52561.84,0
60,75,40956,0,1,10025.98,5,21951.33,11378.29,0
32,62,34662,0,50,5701.984,3,33961.67,31964.17,0
54,84,39879,0,51,6336.692,9,9019.696,23620.61,0
21,63,30446,2,1,10853.01,6,7571.938,13158.49,1
39,81,36644,0,68,5028.738,3,4780.581,23615.95,0
36,78,35836,0,71,7697.301,2,7257.485,24740.93,0
46,54,38284,0,39,7712.177,6,21209.17,15589.95,0
58,89,40603,0,50,2433.046,4,22582.18,24210.88,0
56,90,40255,0,93,5034.525,3,13495.66,27459.3,0
59,26,40776,0,49,3271.595,4,16834.98,20895.58,0
76,59,43307,0,21,7966.262,0,21511.4,42780.48,0
49,74,38924,0,95,4123.405,2,28421.17,17684.82,0
51,94,39329,1,87,7446.679,4,30248.55,18070.2,0
59,93,40779,1,24,3276.682,6,46521.62,7267.084,0
54,92,39880,0,7,981.2269,8,33046.22,34788.79,1
34,84,35264,0,95,5143.375,2,23609.59,11599.51,0
35,54,35559,1,94,5814.403,2,19278.05,28796.23,0
26,93,32571,2,87,9814.737,5,3537.839,21217.17,0
23,81,31350,0,82,6568.659,5,26851.8,11909.09,0
79,59,43709,0,0,6886.838,4,9248.599,23818.78,0
45,50,38058,2,13,6691.29,6,20894.44,31354.38,0
30,53,34007,2,62,4383.427,5,10987.54,15610.08,1
57,87,40429,1,99,5822.533,6,40410.28,21179.33,0
46,87,38293,0,60,2959.71,4,10395.61,13401.33,0
47,90,38516,0,6,9146.743,4,27178.12,34761.96,0
44,79,37822,2,93,5140.512,3,12963.29,29618.81,0
33,58,34968,2,36,5552.206,7,29853.06,10487.79,0
31,82,34346,0,80,3931.938,3,12145.07,23682.09,0
54,56,39878,0,3,2064.394,5,12942.07,21501.85,0
33,43,34967,0,60,9089.272,5,18470.04,12279.25,0
45,62,38077,0,18,7212.872,3,15429.37,21631.53,0
49,84,38910,0,33,5639.449,1,32791.34,15227.15,0
50,25,39125,0,68,8221.53,3,24121.4,14502.03,0
41,36,37134,4,50,5964.799,6,24856.77,31117.64,1
44,91,37830,0,5,3934.96,6,16301.2,28507.73,0
32,49,34648,2,59,7037.731,6,37540.35,18621.03,1
41,48,37148,0,50,6169.46,7,13103.25,19435.36,0
32,71,34638,0,27,5040.661,2,15216.69,18796.37,0
39,66,36645,0,90,6941.735,8,18323.55,18225.79,1
26,55,32576,2,1,3416.872,3,15090.29,22499.51,0
29,82,33697,0,92,4194.573,3,39775.39,15575.19,0
32,66,34649,4,25,5935.729,9,22474.55,14930.43,0
40,76,36898,0,44,2501.389,5,19128.97,16663.34,0
31,90,34334,1,14,4232.495,4,19686.23,18397.44,1
49,74,38916,0,49,3640.301,3,23314.51,31580.6,1
55,82,40059,0,13,4246.148,8,10039.59,15478.82,0
35,28,35543,0,40,3271.354,5,25681.18,34285.71,0
35,81,35550,0,95,7009.274,2,8357.299,20464.76,0
25,66,32195,0,33,6454.63,5,14303.87,34773.49,0
31,80,34358,0,98,4756.419,10,20104.06,9972.389,0
51,51,39317,0,86,3981.146,3,33030.27,26036.12,0
43,64,37625,0,12,2527.409,8,11438.7,26181.74,0
51,69,39315,0,50,4752.493,4,43109.74,46505.12,0
50,64,39133,0,0,9656.33,7,21437.03,25942.29,0
50,94,39110,0,14,2105.294,4,6853.026,20031.97,1
59,77,40760,1,58,5654.838,4,15359.34,26862.82,0
45,72,38062,0,20,3001.602,4,28584.44,23124.15,0
36,60,35818,0,38,3806.57,5,24633.79,33653.82,0
58,72,40605,0,0,5941.998,5,13708.64,33418.53,1
45,77,38066,0,92,5448.19,3,17438.27,31885.94,0
43,76,37604,1,91,5430.866,8,25584.84,8483.324,0
52,95,39533,0,14,3215.388,10,19925.38,22028.3,1
51,80,39317,0,100,5372.473,4,21678.2,33274.8,0
55,60,40074,0,93,1714.891,3,17407.55,17824.18,1
64,74,41598,1,84,8421.487,3,15849.06,14776.37,0
44,57,37850,0,0,7256.433,4,42918.54,38314.5,0
71,84,42627,0,51,7200.209,5,36127.62,9397.195,1
38,54,36368,0,50,7998.642,1,14234.64,12632.52,0
49,59,38896,0,0,3913.474,7,17243.9,16047.7,0
47,72,38508,0,42,3897.707,6,51887.3,15205.23,1
35,76,35558,0,50,4956.757,6,14171.51,35407.45,0
54,89,39872,0,40,8361.209,4,20797.51,8995.342,0
50,76,39122,0,99,3062.636,4,18900.21,20296.34,0
51,73,39314,1,81,3930.472,6,24355.71,31329.5,0
47,78,38500,0,92,5619.921,5,53798.1,20703.49,0
40,93,36880,1,51,6358.705,6,17257.82,19713.28,0
45,93,38060,0,54,3538.648,3,21425.99,12801.59,0
38,80,36364,0,37,5448.411,12,9916.074,7157.064,0
43,57,37605,0,58,2727.91,6,28300.08,34746.13,1
46,61,38290,1,77,2782.584,2,21853.5,37764.87,0
39,79,36642,0,51,4784.295,3,5163.787,16291.98,0
34,59,35265,2,48,7059.462,5,15203.55,13432.63,0
35,79,35559,1,82,11661.37,3,24933.84,29681.1,0
52,78,39509,0,69,8470.908,7,13574.92,22456.88,0
34,79,35261,0,18,7447.103,2,8325.409,57517.21,0
30,84,33998,3,1,6240.809,5,30766.01,13126.63,0
55,60,40065,0,100,2614.202,4,20858.36,21576.71,0
84,81,44312,1,1,2639.938,7,13924.66,18479.53,0
30,70,34010,1,83,2612.763,4,5165.384,11435.41,0
33,83,34988,0,25,4420.09,3,39880.04,38616.44,0
48,88,38733,1,69,1341.027,3,12006.09,37769.76,0
54,46,39889,2,56,5063.247,2,9302.265,22727.19,0
49,91,38912,0,99,2160.84,7,26462.32,33399.91,0
30,80,34024,0,50,6636.796,5,19486.37,41325.38,0
65,67,41758,0,59,3102.218,7,17788.48,18224.28,0
35,57,35553,0,50,3045.534,6,7892.634,12873.82,0
43,83,37604,0,84,7636.389,3,22504.94,41580.53,0
46,75,38269,1,65,2831.886,3,21528.88,28161.57,1
57,85,40437,0,44,1690.929,1,20870.51,25774.11,0
49,51,38927,1,25,2892.966,8,29364.25,17681.84,1
32,61,34681,0,27,4306.119,3,14910.14,8204.271,1
60,80,40946,0,51,10601.51,12,16446.86,24011.32,0
44,68,37837,0,12,5879.208,6,11823.14,16649.65,0
82,68,44061,0,50,5173.935,2,16132.32,21756.2,0
29,90,33669,1,11,5258.305,3,30947.47,4383.685,0
39,81,36618,0,24,3460.681,3,9647.458,18006.15,1
47,65,38501,0,50,8400.416,4,46508.11,8281.529,0
43,65,37607,0,56,5558.443,6,39938.46,19756.63,0
40,79,36890,0,9,4802.696,2,6980.834,56410.83,0
41,68,37137,0,50,4996.201,2,6822.456,13851.15,1
39,81,36635,1,96,4053.58,8,29991.62,26480.66,0
44,66,37854,0,0,3695.411,9,24738.35,6940.218,0
42,74,37394,0,100,4309.359,8,29273.24,15075.05,0
48,85,38704,1,95,4062.273,4,35921.76,28326.07,1
43,88,37611,0,33,7394.005,4,5243.307,16629.72,0
44,56,37866,1,94,7847.168,5,59211.04,15171.55,0
41,91,37129,0,49,3454.236,4,13744.09,28520.76,1
29,45,33665,1,16,7016.423,4,14329.99,8145.843,0
50,74,39136,1,86,7537.864,10,19387.95,6879.347,0
37,45,36115,0,91,5870.469,5,17879.91,19888.92,0
24,83,31773,0,50,4647.984,4,14817.93,40213.81,0
47,82,38519,3,88,3470.881,5,41693.83,12498.28,0
38,90,36386,0,92,5292.444,5,17863.58,42454.13,0
48,60,38700,1,78,5255.088,2,24730.86,16352.52,0
34,89,35279,0,1,6505.27,6,35697.39,32841.98,0
37,59,36102,0,10,3403.208,8,20328.35,20253.81,0
39,75,36632,0,73,4843.292,0,32648.92,24161.55,0
33,60,34972,3,68,4279.17,6,5785.705,26241.27,0
28,58,33322,1,80,3306.074,5,19146.54,12754,0
40,54,36903,3,50,3235.636,5,45902.92,22707.22,0
30,67,34008,0,7,5399.558,5,17698.86,20512.98,0
46,87,38270,0,2,6824.583,5,31804.71,21014.34,0
33,94,34953,0,26,7031.343,4,18349.81,29115.91,0
20,74,29943,2,95,3911.379,7,15639.57,65902.5,0
33,62,34963,0,99,6919.447,4,6762.123,30226.34,0
37,78,36110,0,99,4694.249,9,29130.49,33856.17,0
26,65,32580,0,10,5223.425,5,30373.04,13176.72,0
39,70,36640,0,25,6466.704,4,15712.59,30553.11,0
39,50,36634,0,100,4455.524,2,14006.58,28020.6,0
38,61,36384,0,93,2234.509,4,34342.78,25227.13,1
54,68,39898,0,94,8912.66,6,21967.3,23417.04,0
32,82,34652,0,0,5872.982,4,18559.23,48944.59,0
57,80,40428,0,14,3160.979,4,8355.6,15901.44,0
56,82,40255,0,3,2764.978,7,14298.16,47882.23,0
56,76,40241,0,0,2572.838,9,26598.22,29185.49,1
61,87,41096,1,91,3243.754,6,8201.478,11410.75,0
39,79,36634,0,12,5731.151,4,44108.15,21775.2,0
53,46,39709,1,98,4977.661,6,14672.63,17612.31,0
59,59,40768,3,19,6781.78,2,13761.16,12658.12,0
34,74,35276,0,93,3139.429,6,29855.93,16230.5,0
39,74,36646,2,97,4578.488,5,16970.39,14688.01,1
36,82,35829,0,50,6289.856,5,4530.261,18679.59,0
38,80,36364,0,50,3421.804,8,59818.25,29950.87,0
49,26,38908,2,25,5402.616,5,9193.53,20006.48,0
42,86,37381,0,96,7905.191,3,8220.384,40349.88,0
49,81,38918,0,80,9720.666,1,16442.77,12085.21,0
50,93,39106,0,68,2369.963,4,17307.76,40813.67,0
32,86,34659,1,25,5914.791,3,15684.32,17442.88,0
43,78,37578,0,3,3866.138,3,21910.78,18496.36,0
42,77,37379,0,19,3124.629,4,18466.65,16159.12,0
42,13,37383,3,44,4748.903,5,15376.59,35312.13,0
27,82,32970,0,6,1825.506,1,18506.12,25754.94,0
38,72,36373,0,6,9411.906,5,41639.13,28375.73,0
28,85,33317,0,59,4357.84,3,18006.05,44718.36,1
40,67,36913,0,1,2972.522,5,50247.67,7291.471,0
37,44,36115,2,19,3648.107,7,17125.02,19353.66,0
38,75,36368,0,95,3283.956,4,26998.86,13027.98,0
54,32,39905,3,8,3289.471,3,18879.65,32566.61,0
41,90,37149,2,14,3519.133,7,15507.03,40336.54,0
27,41,32968,0,49,1528.497,7,22137.88,36688.59,0
58,91,40598,3,9,3001.541,5,53862.27,43933.8,0
39,74,36634,0,2,4566.481,8,12434.4,11210.12,0
66,60,41907,2,3,2639.444,8,21384.39,28588.33,0
40,82,36877,1,0,3953.648,6,18210.95,16010.88,0
56,44,40251,0,10,6874.907,5,8585.218,16800.5,0
43,80,37619,0,98,6233.694,5,15927.48,19257.22,0
47,89,38496,1,72,6511.558,7,12131.01,54997.75,0
52,76,39519,1,79,6704.9,4,30842.09,43959.14,0
49,76,38916,2,7,3760.685,1,25679.18,29366.4,1
38,71,36385,0,19,6391.92,9,38321.45,14640.74,0
40,42,36875,0,1,12717.36,4,20417.22,38208.05,0
48,94,38717,0,79,2824.732,3,19679.73,28535.15,0
36,81,35823,0,46,1938.132,6,22532.57,25470.24,0
58,84,40602,0,59,9189.791,5,22749.23,51911.59,0
52,71,39522,2,12,2775.089,2,11650.87,23866.93,0
45,80,38068,0,100,3471.589,1,5366.556,18837.97,0
34,86,35266,0,38,5702.348,4,15946.03,30989.12,0
35,74,35557,0,9,2577.858,10,11354.33,38961.3,0
31,86,34360,0,81,6479.181,9,34608.11,28461.51,0
64,85,41591,0,46,2959.746,7,10301.28,58395.73,0
28,76,33320,1,98,3931.996,8,25268.02,30151.5,0
34,53,35244,0,100,5118.846,7,19613.9,24848.91,0
37,74,36108,0,86,2264.781,2,27232.42,34363.34,0
55,86,40061,0,50,1822.412,3,22028.95,16893.84,0
55,57,40092,0,69,5401.036,6,16904.99,13438.11,0
42,87,37384,0,4,6100.59,7,13334.44,27820.44,0
64,86,41585,0,50,2940.774,4,31564.77,19279.83,1
57,65,40431,0,51,3438.251,7,33925.64,15408.43,0
30,50,34009,0,97,2121.358,2,24192.68,37974.6,0
28,92,33318,1,54,3781.022,9,29778.59,15741.85,0
37,51,36115,0,32,3397.218,6,27908.9,24654.63,0
40,72,36884,0,15,3531.701,4,8556.018,16048.43,0
25,66,32205,0,4,5625.535,3,17768.53,34338.86,0
28,64,33328,1,2,4215.065,5,28143.29,22702.14,0
36,57,35833,0,97,4269.409,2,16679.13,34094.6,0
41,74,37126,0,100,6695.658,3,45085.05,28527.7,0
47,74,38502,0,10,4642.59,8,23987.44,21286.27,0
44,76,37836,0,8,4969.036,8,6915.136,7702.221,0
25,70,32194,2,18,3867.517,10,30142.89,13093.78,0
42,80,37383,0,78,3861.392,8,55728.15,44499.28,0
62,78,41279,0,98,5225.778,6,14774.95,23241.35,0
42,71,37387,0,30,3996.068,9,14026.94,16097.15,1
38,73,36366,0,50,6218.158,6,11782.78,9748.945,0
47,82,38487,0,97,3095.179,1,23519.59,30007.17,0
34,82,35275,0,54,7265.574,3,25550.86,14393.2,0
56,88,40253,0,14,3220.868,4,9377.267,25320.97,0
29,82,33676,2,52,5348.45,9,21545.41,11238.15,0
32,88,34647,0,99,7866.769,3,7908.677,23185.44,0
51,71,39297,0,66,4478.084,4,42461.56,16266.23,0
43,64,37610,0,50,6891.133,5,22029.64,17533.38,0
43,72,37609,0,67,3520.217,6,12179.99,7034.044,1
61,45,41094,0,99,7640.13,3,11752.15,13304.16,0
56,71,40238,0,3,7989.597,2,58876.81,30118.02,0
27,74,32961,0,0,5824.032,4,21820.09,17996.11,0
50,84,39136,0,99,4757.113,3,32417.94,15028.46,0
47,77,38484,0,50,4833.938,3,20418.18,15639.36,1
53,66,39706,0,16,7546.302,7,28442.07,59077.23,0
49,84,38907,0,34,7701.314,2,39203.06,42779.14,0
43,67,37598,0,51,3540.375,7,12292.03,28471.43,1
50,42,39117,0,26,9089.299,7,14124.62,22735.04,0
69,24,42340,0,70,5055.372,3,17328.73,35090.13,0
47,88,38491,0,40,2947.814,6,22274.1,11428.58,0
35,51,35565,0,15,6067.859,3,21821.05,18240.32,0
64,82,41578,0,3,2537.616,3,6046.738,25257.1,0
42,74,37386,1,69,7100.376,4,25798.54,34580.42,0
37,53,36117,0,18,5467.697,8,41115.64,31902.4,0
55,46,40080,0,45,7172.486,3,16178.2,9096.977,0
34,65,35259,0,8,4752.876,8,12090.63,29626.75,0
33,85,34964,2,93,1881.858,5,21345.08,18112.98,0
68,88,42198,1,29,5331.526,2,23299.59,23805.45,0
52,75,39523,0,2,3516.027,4,10665.47,7630.035,0
47,59,38479,0,7,7394.042,6,15662.92,50080.71,0
30,90,33999,0,51,2501.902,6,26278.17,17584.08,0
33,52,34970,0,57,4739.15,4,20264.66,18363.82,0
44,76,37855,0,93,5211.484,5,20285.33,29765.5,1
43,60,37601,0,51,4123.444,5,56155.8,19427.03,0
21,80,30442,1,68,7293.433,2,6172.876,22934.1,0
40,68,36873,0,67,4467.801,6,7359.353,9662.345,0
60,77,40936,1,69,8569.252,5,15916.41,20206.51,0
61,60,41106,0,0,4597.827,3,22545.96,43556.42,0
33,75,34974,0,76,5149.453,5,29520.1,29391.62,0
69,71,42349,0,62,5502.991,5,26541.49,16246.6,0
51,84,39309,3,1,2093.03,7,37137.66,18008.64,0
42,88,37383,0,90,3108.079,4,49372.65,24447.64,0
76,97,43299,0,23,2765.559,4,5923.546,35935.56,0
27,87,32957,0,47,5991.755,5,40684.33,38427.04,1
86,74,44549,0,47,5888.437,4,5771.85,14233.73,0
34,81,35269,0,50,8699.236,4,27098.36,15753.78,1
21,73,30433,0,91,5794.979,6,19848.28,7159.329,0
43,86,37616,0,100,6179.936,6,21165.89,15320.6,0
26,68,32576,1,7,2995.748,2,31564.81,11872.71,0
44,85,37857,0,2,558.5281,6,18367.54,12615.22,0
32,67,34663,2,31,3178.674,4,30499.87,24482.43,0
59,85,40786,0,13,6331.494,2,13649.94,37122.73,0
43,84,37619,0,99,6439.695,5,48354.21,30947.46,0
47,85,38495,2,1,3304.48,1,28729.71,37356.91,0
39,88,36657,0,2,3711.563,3,19826.48,51635.41,0
44,95,37846,1,93,2645.049,6,31165.46,32782.93,0
60,75,40948,0,39,1410.721,3,38539.83,35174.12,0
42,85,37370,0,97,7271.137,4,17224.98,20016.7,0
49,69,38911,1,6,6468.469,8,14947.96,16217.82,0
65,49,41749,0,100,9367.502,3,14641.33,15410.74,0
47,72,38487,0,26,5290.65,4,11404.26,25255.26,0
31,85,34334,0,27,1840.051,4,38918.06,13523.07,0
46,89,38287,0,11,6399.872,8,17736.93,21752.33,0
41,69,37138,2,48,6962.549,6,8952.257,26951.51,0
36,89,35836,1,65,3819.359,6,22093.19,22694.93,0
62,79,41263,1,22,8037.189,7,31465,5124.247,1
57,76,40432,0,18,5524.928,3,21105.24,28019.55,0
31,75,34336,0,8,4805.017,9,16446.49,18610.32,0
49,76,38922,2,56,3529.408,10,24376.2,29069.31,0
44,74,37854,0,23,3497.889,8,10727.19,17539.19,0
69,88,42360,2,15,7039.583,5,9651.623,9965.895,0
46,70,38282,0,94,1788.549,7,32500.44,30424.49,0
39,70,36640,0,95,1314.276,6,33649.78,23050.77,0
20,62,29974,1,30,8084.296,6,20867.88,10300.66,0
34,61,35273,0,31,6664.526,6,18105.99,52983.27,0
37,82,36101,0,76,1431.744,5,12952.98,19160.04,1
49,62,38915,0,1,7002.006,2,18522.51,26740.16,0
72,87,42780,0,50,6210.844,5,17133.35,9207.218,0
36,77,35828,0,22,4272.52,8,56156.65,13193.31,0
36,60,35853,0,2,4832.155,5,8342.016,25863.66,0
48,61,38716,0,0,3757.277,4,11718.59,18508.37,0
29,84,33649,2,16,2996.258,2,15724.25,11883.68,0
37,89,36103,0,1,4175.632,5,8373.749,30409.95,0
60,54,40961,0,92,3600.194,2,10678.83,5278.299,0
41,73,37150,0,70,6261.887,6,19146.72,13208.1,0
49,85,38913,0,25,6220.862,6,15462.09,27896.05,0
27,84,32961,0,99,4860.507,5,52684.7,27081.8,0
25,56,32199,0,5,12700.99,5,19262.26,22498.76,0
36,82,35828,0,90,8019.975,7,24889.2,23182.13,0
45,33,38045,1,6,6077.705,8,16542.77,10094.51,1
35,82,35558,3,87,2770.869,3,53627.28,30003.7,0
37,90,36097,0,75,2399.152,5,47422.63,18845.17,0
25,87,32197,3,93,8533.402,5,23874.87,10297.48,0
34,98,35262,0,27,4378.809,4,17312.26,56405.11,0
45,74,38088,1,38,1412.355,4,13818.43,21882.91,0
26,58,32577,2,93,5899.851,9,19296.19,26709.53,0
37,91,36134,0,25,5468.582,8,10815.2,21947.37,0
35,70,35562,0,31,4429.007,6,11959.98,8061.08,0
38,81,36375,0,22,4870.117,5,33185.88,45715.17,0
30,73,34003,0,96,6168.989,4,24571.48,14501.87,0
43,86,37613,1,93,8337.006,4,11665.62,7710.164,1
52,51,39510,1,50,1076.16,3,16885.4,35263.86,0
42,91,37365,0,94,4046.502,8,20905.04,13793.56,0
36,78,35835,0,99,4755.264,4,32504.06,11698.64,0
29,74,33675,0,17,3829.053,6,17071.18,34536.94,1
36,98,35839,0,11,10165.05,3,22926.22,26313.15,0
38,73,36380,0,14,3664.013,4,22025.78,19715.63,0
33,67,34962,1,49,2029.381,1,59866.92,47889.87,0
45,91,38048,0,78,3933.427,7,17600.81,20612.49,0
39,72,36641,2,0,4670.887,6,23563.25,16433.47,1
29,74,33687,0,31,7585.09,4,25370.16,25033.32,0
41,65,37126,0,15,1748.095,5,21170.46,18630.81,1
33,56,34946,0,0,8221.817,8,17299.14,59674.42,0
58,68,40609,0,14,2129.085,4,34032.36,20639.61,0
26,60,32574,0,77,4434.676,5,12185.89,21922.64,0
